レースNo,結果,race_id,日付,venue,軸,決着,決着オッズ,買い目順位,組み合わせ,EV,配分(円),的中フラグ,回収(円),総投資(円),純益(円),カオス,鬼脚,top_ev
1,外れ,2420260131020007,2026-02-01,宇都宮,6,4-6-5,6850,1,6-1-4,1.8327,200,0,0,300,-300,FALSE,TRUE,72.3
1,外れ,2420260131020007,2026-02-01,宇都宮,6,4-6-5,6850,2,6-4-1,0.7664,100,0,0,300,,FALSE,TRUE,72.3
2,外れ,4720260201010012,2026-02-01,松阪,3,2-7-1,12440,1,3-2-1,0,400,0,0,1100,-1100,FALSE,FALSE,85.9
2,外れ,4720260201010012,2026-02-01,松阪,3,2-7-1,12440,2,3-1-2,0,200,0,0,1100,,FALSE,FALSE,85.9
2,外れ,4720260201010012,2026-02-01,松阪,3,2-7-1,12440,3,3-2-6,0,100,0,0,1100,,FALSE,FALSE,85.9
2,外れ,4720260201010012,2026-02-01,松阪,3,2-7-1,12440,4,3-6-2,0,100,0,0,1100,,FALSE,FALSE,85.9
2,外れ,4720260201010012,2026-02-01,松阪,3,2-7-1,12440,5,3-1-5,0,100,0,0,1100,,FALSE,FALSE,85.9
2,外れ,4720260201010012,2026-02-01,松阪,3,2-7-1,12440,6,3-1-6,0,100,0,0,1100,,FALSE,FALSE,85.9
2,外れ,4720260201010012,2026-02-01,松阪,3,2-7-1,12440,7,3-6-1,0,100,0,0,1100,,FALSE,FALSE,85.9
3,外れ,2420260131030006,2026-02-02,宇都宮,6,7-6-5,36080,1,6-4-5,0.0192,400,0,0,700,-700,FALSE,TRUE,74.9
3,外れ,2420260131030006,2026-02-02,宇都宮,6,7-6-5,36080,2,6-4-2,0.0002,100,0,0,700,,FALSE,TRUE,74.9
3,外れ,2420260131030006,2026-02-02,宇都宮,6,7-6-5,36080,3,6-4-7,0,100,0,0,700,,FALSE,TRUE,74.9
3,外れ,2420260131030006,2026-02-02,宇都宮,6,7-6-5,36080,4,6-4-3,0,100,0,0,700,,FALSE,TRUE,74.9
4,外れ,2420260131030007,2026-02-02,宇都宮,4,7-1-3,13270,1,4-6-3,1.7504,1300,0,0,2600,-2600,FALSE,FALSE,70.6
4,外れ,2420260131030007,2026-02-02,宇都宮,4,7-1-3,13270,2,4-3-6,0.1576,100,0,0,2600,,FALSE,FALSE,70.6
4,外れ,2420260131030007,2026-02-02,宇都宮,4,7-1-3,13270,3,4-6-7,0.0596,100,0,0,2600,,FALSE,FALSE,70.6
4,外れ,2420260131030007,2026-02-02,宇都宮,4,7-1-3,13270,4,4-5-3,0.0243,100,0,0,2600,,FALSE,FALSE,70.6
4,外れ,2420260131030007,2026-02-02,宇都宮,4,7-1-3,13270,5,4-3-5,0.0219,100,0,0,2600,,FALSE,FALSE,70.6
4,外れ,2420260131030007,2026-02-02,宇都宮,4,7-1-3,13270,6,4-5-2,0.0096,100,0,0,2600,,FALSE,FALSE,70.6
4,外れ,2420260131030007,2026-02-02,宇都宮,4,7-1-3,13270,7,4-2-5,0.0071,100,0,0,2600,,FALSE,FALSE,70.6
4,外れ,2420260131030007,2026-02-02,宇都宮,4,7-1-3,13270,8,4-7-6,0.0027,100,0,0,2600,,FALSE,FALSE,70.6
4,外れ,2420260131030007,2026-02-02,宇都宮,4,7-1-3,13270,9,4-2-1,0.0032,100,0,0,2600,,FALSE,FALSE,70.6
4,外れ,2420260131030007,2026-02-02,宇都宮,4,7-1-3,13270,10,4-5-7,0.0004,100,0,0,2600,,FALSE,FALSE,70.6
4,外れ,2420260131030007,2026-02-02,宇都宮,4,7-1-3,13270,11,4-7-5,0.0001,100,0,0,2600,,FALSE,FALSE,70.6
4,外れ,2420260131030007,2026-02-02,宇都宮,4,7-1-3,13270,12,4-2-3,0.0003,100,0,0,2600,,FALSE,FALSE,70.6
4,外れ,2420260131030007,2026-02-02,宇都宮,4,7-1-3,13270,13,4-1-7,0.0001,100,0,0,2600,,FALSE,FALSE,70.6
4,外れ,2420260131030007,2026-02-02,宇都宮,4,7-1-3,13270,14,4-7-1,0,100,0,0,2600,,FALSE,FALSE,70.6
5,的中,4720260201020008,2026-02-02,松阪,2,2-7-5,530,1,2-7-5,3.0124,600,1,3180,2600,580,FALSE,FALSE,73.4
5,的中,4720260201020008,2026-02-02,松阪,2,2-7-5,530,2,2-5-7,3.134,800,0,0,2600,,FALSE,FALSE,73.4
5,的中,4720260201020008,2026-02-02,松阪,2,2-7-5,530,3,2-7-1,0.0386,100,0,0,2600,,FALSE,FALSE,73.4
5,的中,4720260201020008,2026-02-02,松阪,2,2-7-5,530,4,2-7-3,0.0317,100,0,0,2600,,FALSE,FALSE,73.4
5,的中,4720260201020008,2026-02-02,松阪,2,2-7-5,530,5,2-5-1,0.0881,100,0,0,2600,,FALSE,FALSE,73.4
5,的中,4720260201020008,2026-02-02,松阪,2,2-7-5,530,6,2-1-7,0.0451,100,0,0,2600,,FALSE,FALSE,73.4
5,的中,4720260201020008,2026-02-02,松阪,2,2-7-5,530,7,2-5-3,0.0465,100,0,0,2600,,FALSE,FALSE,73.4
5,的中,4720260201020008,2026-02-02,松阪,2,2-7-5,530,8,2-1-5,0.083,100,0,0,2600,,FALSE,FALSE,73.4
5,的中,4720260201020008,2026-02-02,松阪,2,2-7-5,530,9,2-3-7,0.0307,100,0,0,2600,,FALSE,FALSE,73.4
5,的中,4720260201020008,2026-02-02,松阪,2,2-7-5,530,10,2-3-5,0.0372,100,0,0,2600,,FALSE,FALSE,73.4
5,的中,4720260201020008,2026-02-02,松阪,2,2-7-5,530,11,2-7-4,0.0004,100,0,0,2600,,FALSE,FALSE,73.4
5,的中,4720260201020008,2026-02-02,松阪,2,2-7-5,530,12,2-7-6,0.0006,100,0,0,2600,,FALSE,FALSE,73.4
5,的中,4720260201020008,2026-02-02,松阪,2,2-7-5,530,13,2-5-4,0.0012,100,0,0,2600,,FALSE,FALSE,73.4
5,的中,4720260201020008,2026-02-02,松阪,2,2-7-5,530,14,2-4-7,0.001,100,0,0,2600,,FALSE,FALSE,73.4
6,外れ,4720260201020009,2026-02-02,松阪,7,1-2-7,2980,1,7-1-5,22.2392,500,0,0,1400,-1400,FALSE,FALSE,72
6,外れ,4720260201020009,2026-02-02,松阪,7,1-2-7,2980,2,7-5-1,15.4346,300,0,0,1400,,FALSE,FALSE,72
6,外れ,4720260201020009,2026-02-02,松阪,7,1-2-7,2980,3,7-1-6,0.0276,100,0,0,1400,,FALSE,FALSE,72
6,外れ,4720260201020009,2026-02-02,松阪,7,1-2-7,2980,4,7-1-4,0.0127,100,0,0,1400,,FALSE,FALSE,72
6,外れ,4720260201020009,2026-02-02,松阪,7,1-2-7,2980,5,7-1-2,0.0012,100,0,0,1400,,FALSE,FALSE,72
6,外れ,4720260201020009,2026-02-02,松阪,7,1-2-7,2980,6,7-2-1,0.0004,100,0,0,1400,,FALSE,FALSE,72
6,外れ,4720260201020009,2026-02-02,松阪,7,1-2-7,2980,7,7-5-2,0.0004,100,0,0,1400,,FALSE,FALSE,72
6,外れ,4720260201020009,2026-02-02,松阪,7,1-2-7,2980,8,7-2-5,0.0002,100,0,0,1400,,FALSE,FALSE,72
7,外れ,2720260203010008,2026-02-03,京王閣,1,2-3-6,45210,1,1-7-2,11.4998,1100,0,0,2500,-2500,FALSE,FALSE,83.8
7,外れ,2720260203010008,2026-02-03,京王閣,1,2-3-6,45210,2,1-2-7,1.3771,100,0,0,2500,,FALSE,FALSE,83.8
7,外れ,2720260203010008,2026-02-03,京王閣,1,2-3-6,45210,3,1-7-4,3.1559,100,0,0,2500,,FALSE,FALSE,83.8
7,外れ,2720260203010008,2026-02-03,京王閣,1,2-3-6,45210,4,1-7-5,3.5621,200,0,0,2500,,FALSE,FALSE,83.8
7,外れ,2720260203010008,2026-02-03,京王閣,1,2-3-6,45210,5,1-4-7,0.4163,100,0,0,2500,,FALSE,FALSE,83.8
7,外れ,2720260203010008,2026-02-03,京王閣,1,2-3-6,45210,6,1-5-7,1.4566,100,0,0,2500,,FALSE,FALSE,83.8
7,外れ,2720260203010008,2026-02-03,京王閣,1,2-3-6,45210,7,1-4-6,0.6464,100,0,0,2500,,FALSE,FALSE,83.8
7,外れ,2720260203010008,2026-02-03,京王閣,1,2-3-6,45210,8,1-2-4,0.0326,100,0,0,2500,,FALSE,FALSE,83.8
7,外れ,2720260203010008,2026-02-03,京王閣,1,2-3-6,45210,9,1-4-2,0.0189,100,0,0,2500,,FALSE,FALSE,83.8
7,外れ,2720260203010008,2026-02-03,京王閣,1,2-3-6,45210,10,1-2-5,0.0631,100,0,0,2500,,FALSE,FALSE,83.8
7,外れ,2720260203010008,2026-02-03,京王閣,1,2-3-6,45210,11,1-5-2,0.1437,100,0,0,2500,,FALSE,FALSE,83.8
7,外れ,2720260203010008,2026-02-03,京王閣,1,2-3-6,45210,12,1-2-3,0.0955,100,0,0,2500,,FALSE,FALSE,83.8
7,外れ,2720260203010008,2026-02-03,京王閣,1,2-3-6,45210,13,1-4-5,0.0128,100,0,0,2500,,FALSE,FALSE,83.8
7,外れ,2720260203010008,2026-02-03,京王閣,1,2-3-6,45210,14,1-5-4,0.0366,100,0,0,2500,,FALSE,FALSE,83.8
8,外れ,2720260203010011,2026-02-03,京王閣,7,4-1-7,830,1,7-4-1,24.4246,900,0,0,1800,-1800,FALSE,FALSE,74.4
8,外れ,2720260203010011,2026-02-03,京王閣,7,4-1-7,830,2,7-4-2,3.7534,100,0,0,1800,,FALSE,FALSE,74.4
8,外れ,2720260203010011,2026-02-03,京王閣,7,4-1-7,830,3,7-4-3,1.8859,100,0,0,1800,,FALSE,FALSE,74.4
8,外れ,2720260203010011,2026-02-03,京王閣,7,4-1-7,830,4,7-1-4,0.0038,100,0,0,1800,,FALSE,FALSE,74.4
8,外れ,2720260203010011,2026-02-03,京王閣,7,4-1-7,830,5,7-2-4,0.0004,100,0,0,1800,,FALSE,FALSE,74.4
8,外れ,2720260203010011,2026-02-03,京王閣,7,4-1-7,830,6,7-1-2,0,100,0,0,1800,,FALSE,FALSE,74.4
8,外れ,2720260203010011,2026-02-03,京王閣,7,4-1-7,830,7,7-2-1,0,100,0,0,1800,,FALSE,FALSE,74.4
8,外れ,2720260203010011,2026-02-03,京王閣,7,4-1-7,830,8,7-1-3,0,100,0,0,1800,,FALSE,FALSE,74.4
8,外れ,2720260203010011,2026-02-03,京王閣,7,4-1-7,830,9,7-1-6,0,100,0,0,1800,,FALSE,FALSE,74.4
8,外れ,2720260203010011,2026-02-03,京王閣,7,4-1-7,830,10,7-2-3,0,100,0,0,1800,,FALSE,FALSE,74.4
9,外れ,4720260201030007,2026-02-03,松阪,3,5-7-6,78000,1,3-2-1,11.3603,400,0,0,1000,-1000,FALSE,FALSE,72.9
9,外れ,4720260201030007,2026-02-03,松阪,3,5-7-6,78000,2,3-2-5,8.8465,200,0,0,1000,,FALSE,FALSE,72.9
9,外れ,4720260201030007,2026-02-03,松阪,3,5-7-6,78000,3,3-1-2,2.1044,100,0,0,1000,,FALSE,FALSE,72.9
9,外れ,4720260201030007,2026-02-03,松阪,3,5-7-6,78000,4,3-5-2,1.9035,100,0,0,1000,,FALSE,FALSE,72.9
9,外れ,4720260201030007,2026-02-03,松阪,3,5-7-6,78000,5,3-1-5,0.0581,100,0,0,1000,,FALSE,FALSE,72.9
9,外れ,4720260201030007,2026-02-03,松阪,3,5-7-6,78000,6,3-5-1,0.0636,100,0,0,1000,,FALSE,FALSE,72.9
10,外れ,4720260201030009,2026-02-03,松阪,1,6-1-7,258080,1,1-4-7,24.2158,1200,0,0,2300,-2300,FALSE,TRUE,78.9
10,外れ,4720260201030009,2026-02-03,松阪,1,6-1-7,258080,2,1-7-4,0.0193,100,0,0,2300,,FALSE,TRUE,78.9
10,外れ,4720260201030009,2026-02-03,松阪,1,6-1-7,258080,3,1-4-5,0.0018,100,0,0,2300,,FALSE,TRUE,78.9
10,外れ,4720260201030009,2026-02-03,松阪,1,6-1-7,258080,4,1-7-2,0,100,0,0,2300,,FALSE,TRUE,78.9
10,外れ,4720260201030009,2026-02-03,松阪,1,6-1-7,258080,5,1-5-4,0,100,0,0,2300,,FALSE,TRUE,78.9
10,外れ,4720260201030009,2026-02-03,松阪,1,6-1-7,258080,6,1-7-3,0,100,0,0,2300,,FALSE,TRUE,78.9
10,外れ,4720260201030009,2026-02-03,松阪,1,6-1-7,258080,7,1-7-5,0,100,0,0,2300,,FALSE,TRUE,78.9
10,外れ,4720260201030009,2026-02-03,松阪,1,6-1-7,258080,8,1-5-7,0,100,0,0,2300,,FALSE,TRUE,78.9
10,外れ,4720260201030009,2026-02-03,松阪,1,6-1-7,258080,9,1-2-5,0,100,0,0,2300,,FALSE,TRUE,78.9
10,外れ,4720260201030009,2026-02-03,松阪,1,6-1-7,258080,10,1-5-2,0,100,0,0,2300,,FALSE,TRUE,78.9
10,外れ,4720260201030009,2026-02-03,松阪,1,6-1-7,258080,11,1-5-3,0,100,0,0,2300,,FALSE,TRUE,78.9
10,外れ,4720260201030009,2026-02-03,松阪,1,6-1-7,258080,12,1-5-6,0,100,0,0,2300,,FALSE,TRUE,78.9
11,的中,4720260201030012,2026-02-03,松阪,4,4-7-1,2350,1,4-3-1,13.9026,1200,0,0,2500,-150,FALSE,FALSE,84.1
11,的中,4720260201030012,2026-02-03,松阪,4,4-7-1,2350,2,4-1-3,2.1182,100,0,0,2500,,FALSE,FALSE,84.1
11,的中,4720260201030012,2026-02-03,松阪,4,4-7-1,2350,3,4-5-1,1.434,100,0,0,2500,,FALSE,FALSE,84.1
11,的中,4720260201030012,2026-02-03,松阪,4,4-7-1,2350,4,4-1-5,0.7518,100,0,0,2500,,FALSE,FALSE,84.1
11,的中,4720260201030012,2026-02-03,松阪,4,4-7-1,2350,5,4-3-7,0.0195,100,0,0,2500,,FALSE,FALSE,84.1
11,的中,4720260201030012,2026-02-03,松阪,4,4-7-1,2350,6,4-7-3,0.0028,100,0,0,2500,,FALSE,FALSE,84.1
11,的中,4720260201030012,2026-02-03,松阪,4,4-7-1,2350,7,4-6-3,0.005,100,0,0,2500,,FALSE,FALSE,84.1
11,的中,4720260201030012,2026-02-03,松阪,4,4-7-1,2350,8,4-1-7,0.0002,100,0,0,2500,,FALSE,FALSE,84.1
11,的中,4720260201030012,2026-02-03,松阪,4,4-7-1,2350,9,4-7-1,0.0002,100,1,2350,2500,,FALSE,FALSE,84.1
11,的中,4720260201030012,2026-02-03,松阪,4,4-7-1,2350,10,4-1-6,0.0006,100,0,0,2500,,FALSE,FALSE,84.1
11,的中,4720260201030012,2026-02-03,松阪,4,4-7-1,2350,11,4-1-2,0,100,0,0,2500,,FALSE,FALSE,84.1
11,的中,4720260201030012,2026-02-03,松阪,4,4-7-1,2350,12,4-2-1,0,100,0,0,2500,,FALSE,FALSE,84.1
11,的中,4720260201030012,2026-02-03,松阪,4,4-7-1,2350,13,4-7-6,0,100,0,0,2500,,FALSE,FALSE,84.1
11,的中,4720260201030012,2026-02-03,松阪,4,4-7-1,2350,14,4-7-2,0,100,0,0,2500,,FALSE,FALSE,84.1
12,的中,2720260203020007,2026-02-04,京王閣,5,5-2-3,12200,1,5-2-3,9.0438,400,1,48800,700,48100,FALSE,FALSE,71.6
12,的中,2720260203020007,2026-02-04,京王閣,5,5-2-3,12200,2,5-2-4,2.2527,100,0,0,700,,FALSE,FALSE,71.6
12,的中,2720260203020007,2026-02-04,京王閣,5,5-2-3,12200,3,5-2-6,0.0131,100,0,0,700,,FALSE,FALSE,71.6
12,的中,2720260203020007,2026-02-04,京王閣,5,5-2-3,12200,4,5-2-7,0.0036,100,0,0,700,,FALSE,FALSE,71.6
13,的中,2720260203020009,2026-02-04,京王閣,2,2-5-4,12820,1,2-5-4,68.9913,1200,1,153840,2600,151240,FALSE,TRUE,81.4
13,的中,2720260203020009,2026-02-04,京王閣,2,2-5-4,12820,2,2-5-6,16.1826,200,0,0,2600,,FALSE,TRUE,81.4
13,的中,2720260203020009,2026-02-04,京王閣,2,2-5-4,12820,3,2-5-1,3.2832,100,0,0,2600,,FALSE,TRUE,81.4
13,的中,2720260203020009,2026-02-04,京王閣,2,2-5-4,12820,4,2-5-7,1.1088,100,0,0,2600,,FALSE,TRUE,81.4
13,的中,2720260203020009,2026-02-04,京王閣,2,2-5-4,12820,5,2-6-5,1.6974,100,0,0,2600,,FALSE,TRUE,81.4
13,的中,2720260203020009,2026-02-04,京王閣,2,2-5-4,12820,6,2-5-3,0.2841,100,0,0,2600,,FALSE,TRUE,81.4
13,的中,2720260203020009,2026-02-04,京王閣,2,2-5-4,12820,7,2-1-5,0.2739,100,0,0,2600,,FALSE,TRUE,81.4
13,的中,2720260203020009,2026-02-04,京王閣,2,2-5-4,12820,8,2-3-5,0.0244,100,0,0,2600,,FALSE,TRUE,81.4
13,的中,2720260203020009,2026-02-04,京王閣,2,2-5-4,12820,9,2-1-4,0.0207,100,0,0,2600,,FALSE,TRUE,81.4
13,的中,2720260203020009,2026-02-04,京王閣,2,2-5-4,12820,10,2-6-1,0.0065,100,0,0,2600,,FALSE,TRUE,81.4
13,的中,2720260203020009,2026-02-04,京王閣,2,2-5-4,12820,11,2-1-6,0.0051,100,0,0,2600,,FALSE,TRUE,81.4
13,的中,2720260203020009,2026-02-04,京王閣,2,2-5-4,12820,12,2-6-3,0.0006,100,0,0,2600,,FALSE,TRUE,81.4
13,的中,2720260203020009,2026-02-04,京王閣,2,2-5-4,12820,13,2-3-6,0.0003,100,0,0,2600,,FALSE,TRUE,81.4
13,的中,2720260203020009,2026-02-04,京王閣,2,2-5-4,12820,14,2-1-7,0.0002,100,0,0,2600,,FALSE,TRUE,81.4
14,外れ,3120260204010006,2026-02-04,松戸,7,5-2-7,1330,1,7-2-4,3.8043,600,0,0,2600,-2600,FALSE,FALSE,73.2
14,外れ,3120260204010006,2026-02-04,松戸,7,5-2-7,1330,2,7-2-3,4.2503,800,0,0,2600,,FALSE,FALSE,73.2
14,外れ,3120260204010006,2026-02-04,松戸,7,5-2-7,1330,3,7-4-2,0.163,100,0,0,2600,,FALSE,FALSE,73.2
14,外れ,3120260204010006,2026-02-04,松戸,7,5-2-7,1330,4,7-2-5,0.1991,100,0,0,2600,,FALSE,FALSE,73.2
14,外れ,3120260204010006,2026-02-04,松戸,7,5-2-7,1330,5,7-4-6,0.1051,100,0,0,2600,,FALSE,FALSE,73.2
14,外れ,3120260204010006,2026-02-04,松戸,7,5-2-7,1330,6,7-2-1,0.067,100,0,0,2600,,FALSE,FALSE,73.2
14,外れ,3120260204010006,2026-02-04,松戸,7,5-2-7,1330,7,7-5-2,0.0135,100,0,0,2600,,FALSE,FALSE,73.2
14,外れ,3120260204010006,2026-02-04,松戸,7,5-2-7,1330,8,7-1-2,0.0055,100,0,0,2600,,FALSE,FALSE,73.2
14,外れ,3120260204010006,2026-02-04,松戸,7,5-2-7,1330,9,7-4-3,0.0027,100,0,0,2600,,FALSE,FALSE,73.2
14,外れ,3120260204010006,2026-02-04,松戸,7,5-2-7,1330,10,7-1-6,0.0026,100,0,0,2600,,FALSE,FALSE,73.2
14,外れ,3120260204010006,2026-02-04,松戸,7,5-2-7,1330,11,7-4-5,0.0001,100,0,0,2600,,FALSE,FALSE,73.2
14,外れ,3120260204010006,2026-02-04,松戸,7,5-2-7,1330,12,7-5-4,0.0001,100,0,0,2600,,FALSE,FALSE,73.2
14,外れ,3120260204010006,2026-02-04,松戸,7,5-2-7,1330,13,7-5-3,0.0003,100,0,0,2600,,FALSE,FALSE,73.2
14,外れ,3120260204010006,2026-02-04,松戸,7,5-2-7,1330,14,7-4-1,0,100,0,0,2600,,FALSE,FALSE,73.2
15,的中,3120260204010007,2026-02-04,松戸,2,2-4-3,1700,1,2-4-7,108.2403,1400,0,0,2700,-1000,FALSE,FALSE,72.5
15,的中,3120260204010007,2026-02-04,松戸,2,2-4-3,1700,2,2-4-3,1.8725,100,1,1700,2700,,FALSE,FALSE,72.5
15,的中,3120260204010007,2026-02-04,松戸,2,2-4-3,1700,3,2-4-5,1.5468,100,0,0,2700,,FALSE,FALSE,72.5
15,的中,3120260204010007,2026-02-04,松戸,2,2-4-3,1700,4,2-4-1,0.9681,100,0,0,2700,,FALSE,FALSE,72.5
15,的中,3120260204010007,2026-02-04,松戸,2,2-4-3,1700,5,2-3-4,0.0097,100,0,0,2700,,FALSE,FALSE,72.5
15,的中,3120260204010007,2026-02-04,松戸,2,2-4-3,1700,6,2-5-4,0.0046,100,0,0,2700,,FALSE,FALSE,72.5
15,的中,3120260204010007,2026-02-04,松戸,2,2-4-3,1700,7,2-4-6,0.01,100,0,0,2700,,FALSE,FALSE,72.5
15,的中,3120260204010007,2026-02-04,松戸,2,2-4-3,1700,8,2-3-7,0.0003,100,0,0,2700,,FALSE,FALSE,72.5
15,的中,3120260204010007,2026-02-04,松戸,2,2-4-3,1700,9,2-5-7,0,100,0,0,2700,,FALSE,FALSE,72.5
15,的中,3120260204010007,2026-02-04,松戸,2,2-4-3,1700,10,2-1-7,0,100,0,0,2700,,FALSE,FALSE,72.5
15,的中,3120260204010007,2026-02-04,松戸,2,2-4-3,1700,11,2-3-5,0,100,0,0,2700,,FALSE,FALSE,72.5
15,的中,3120260204010007,2026-02-04,松戸,2,2-4-3,1700,12,2-5-3,0,100,0,0,2700,,FALSE,FALSE,72.5
15,的中,3120260204010007,2026-02-04,松戸,2,2-4-3,1700,13,2-3-1,0,100,0,0,2700,,FALSE,FALSE,72.5
15,的中,3120260204010007,2026-02-04,松戸,2,2-4-3,1700,14,2-5-1,0,100,0,0,2700,,FALSE,FALSE,72.5
16,外れ,3120260204010008,2026-02-04,松戸,7,5-7-1,81830,1,7-4-2,9.8039,500,0,0,1000,-1000,FALSE,FALSE,75
16,外れ,3120260204010008,2026-02-04,松戸,7,5-7-1,81830,2,7-2-4,2.5283,100,0,0,1000,,FALSE,FALSE,75
16,外れ,3120260204010008,2026-02-04,松戸,7,5-7-1,81830,3,7-2-5,1.5709,100,0,0,1000,,FALSE,FALSE,75
16,外れ,3120260204010008,2026-02-04,松戸,7,5-7-1,81830,4,7-5-2,3.9601,100,0,0,1000,,FALSE,FALSE,75
16,外れ,3120260204010008,2026-02-04,松戸,7,5-7-1,81830,5,7-2-1,0.2136,100,0,0,1000,,FALSE,FALSE,75
16,外れ,3120260204010008,2026-02-04,松戸,7,5-7-1,81830,6,7-2-3,0.0006,100,0,0,1000,,FALSE,FALSE,75
17,外れ,3120260204010010,2026-02-04,松戸,7,5-2-3,470,1,7-3-2,92.1916,800,0,0,2200,-2200,FALSE,FALSE,72.2
17,外れ,3120260204010010,2026-02-04,松戸,7,5-2-3,470,2,7-2-3,62.5632,400,0,0,2200,,FALSE,FALSE,72.2
17,外れ,3120260204010010,2026-02-04,松戸,7,5-2-3,470,3,7-3-5,1.0928,100,0,0,2200,,FALSE,FALSE,72.2
17,外れ,3120260204010010,2026-02-04,松戸,7,5-2-3,470,4,7-2-5,0.4238,100,0,0,2200,,FALSE,FALSE,72.2
17,外れ,3120260204010010,2026-02-04,松戸,7,5-2-3,470,5,7-2-1,0.5343,100,0,0,2200,,FALSE,FALSE,72.2
17,外れ,3120260204010010,2026-02-04,松戸,7,5-2-3,470,6,7-5-3,0.2504,100,0,0,2200,,FALSE,FALSE,72.2
17,外れ,3120260204010010,2026-02-04,松戸,7,5-2-3,470,7,7-5-2,0.1687,100,0,0,2200,,FALSE,FALSE,72.2
17,外れ,3120260204010010,2026-02-04,松戸,7,5-2-3,470,8,7-1-3,0.4135,100,0,0,2200,,FALSE,FALSE,72.2
17,外れ,3120260204010010,2026-02-04,松戸,7,5-2-3,470,9,7-1-2,0.2214,100,0,0,2200,,FALSE,FALSE,72.2
17,外れ,3120260204010010,2026-02-04,松戸,7,5-2-3,470,10,7-5-1,0.005,100,0,0,2200,,FALSE,FALSE,72.2
17,外れ,3120260204010010,2026-02-04,松戸,7,5-2-3,470,11,7-1-5,0.0025,100,0,0,2200,,FALSE,FALSE,72.2
17,外れ,3120260204010010,2026-02-04,松戸,7,5-2-3,470,12,7-1-4,0,100,0,0,2200,,FALSE,FALSE,72.2
18,的中,3120260204010011,2026-02-04,松戸,3,3-2-7,6030,1,3-7-4,8.6589,1000,0,0,2600,3430,FALSE,TRUE,89.4
18,的中,3120260204010011,2026-02-04,松戸,3,3-2-7,6030,2,3-7-1,5.5902,400,0,0,2600,,FALSE,TRUE,89.4
18,的中,3120260204010011,2026-02-04,松戸,3,3-2-7,6030,3,3-7-5,1.0047,100,0,0,2600,,FALSE,TRUE,89.4
18,的中,3120260204010011,2026-02-04,松戸,3,3-2-7,6030,4,3-7-6,0.6582,100,0,0,2600,,FALSE,TRUE,89.4
18,的中,3120260204010011,2026-02-04,松戸,3,3-2-7,6030,5,3-7-2,0.0785,100,0,0,2600,,FALSE,TRUE,89.4
18,的中,3120260204010011,2026-02-04,松戸,3,3-2-7,6030,6,3-4-7,0.0013,100,0,0,2600,,FALSE,TRUE,89.4
18,的中,3120260204010011,2026-02-04,松戸,3,3-2-7,6030,7,3-1-7,0.0007,100,0,0,2600,,FALSE,TRUE,89.4
18,的中,3120260204010011,2026-02-04,松戸,3,3-2-7,6030,8,3-5-7,0.0001,100,0,0,2600,,FALSE,TRUE,89.4
18,的中,3120260204010011,2026-02-04,松戸,3,3-2-7,6030,9,3-2-7,0,100,1,6030,2600,,FALSE,TRUE,89.4
18,的中,3120260204010011,2026-02-04,松戸,3,3-2-7,6030,10,3-5-4,0,100,0,0,2600,,FALSE,TRUE,89.4
18,的中,3120260204010011,2026-02-04,松戸,3,3-2-7,6030,11,3-1-5,0,100,0,0,2600,,FALSE,TRUE,89.4
18,的中,3120260204010011,2026-02-04,松戸,3,3-2-7,6030,12,3-5-1,0,100,0,0,2600,,FALSE,TRUE,89.4
18,的中,3120260204010011,2026-02-04,松戸,3,3-2-7,6030,13,3-4-2,0,100,0,0,2600,,FALSE,TRUE,89.4
18,的中,3120260204010011,2026-02-04,松戸,3,3-2-7,6030,14,3-2-4,0,100,0,0,2600,,FALSE,TRUE,89.4
19,外れ,3120260204010012,2026-02-04,松戸,5,4-5-7,4690,1,5-3-7,0,700,0,0,2200,-2200,FALSE,TRUE,79.6
19,外れ,3120260204010012,2026-02-04,松戸,5,4-5-7,4690,2,5-2-3,0,200,0,0,2200,,FALSE,TRUE,79.6
19,外れ,3120260204010012,2026-02-04,松戸,5,4-5-7,4690,3,5-3-2,0,100,0,0,2200,,FALSE,TRUE,79.6
19,外れ,3120260204010012,2026-02-04,松戸,5,4-5-7,4690,4,5-7-4,0,200,0,0,2200,,FALSE,TRUE,79.6
19,外れ,3120260204010012,2026-02-04,松戸,5,4-5-7,4690,5,5-4-7,0,100,0,0,2200,,FALSE,TRUE,79.6
19,外れ,3120260204010012,2026-02-04,松戸,5,4-5-7,4690,6,5-4-2,0,100,0,0,2200,,FALSE,TRUE,79.6
19,外れ,3120260204010012,2026-02-04,松戸,5,4-5-7,4690,7,5-1-7,0,100,0,0,2200,,FALSE,TRUE,79.6
19,外れ,3120260204010012,2026-02-04,松戸,5,4-5-7,4690,8,5-2-1,0,100,0,0,2200,,FALSE,TRUE,79.6
19,外れ,3120260204010012,2026-02-04,松戸,5,4-5-7,4690,9,5-1-2,0,100,0,0,2200,,FALSE,TRUE,79.6
19,外れ,3120260204010012,2026-02-04,松戸,5,4-5-7,4690,10,5-3-4,0,100,0,0,2200,,FALSE,TRUE,79.6
19,外れ,3120260204010012,2026-02-04,松戸,5,4-5-7,4690,11,5-4-3,0,100,0,0,2200,,FALSE,TRUE,79.6
19,外れ,3120260204010012,2026-02-04,松戸,5,4-5-7,4690,12,5-3-1,0,100,0,0,2200,,FALSE,TRUE,79.6
