レースNo,結果,race_id,日付,venue,軸,決着,決着オッズ,買い目順位,組み合わせ,EV,配分(円),的中フラグ,回収(円),総投資(円),純益(円),カオス,鬼脚,top_ev
64,外れ,3720260220030005,2026-02-22,伊東,3,5-2-1,1260,7,3-4-1,0.0034,100,0,0,1300,,FALSE,TRUE,73
64,外れ,3720260220030005,2026-02-22,伊東,3,5-2-1,1260,8,3-1-4,0.009,100,0,0,1300,,FALSE,TRUE,73
65,外れ,3720260220030006,2026-02-22,伊東,5,1-4-2,4390,1,5-1-4,12.9161,600,0,0,1200,-1200,FALSE,TRUE,76.3
65,外れ,3720260220030006,2026-02-22,伊東,5,1-4-2,4390,2,5-4-1,5.382,100,0,0,1200,,FALSE,TRUE,76.3
65,外れ,3720260220030006,2026-02-22,伊東,5,1-4-2,4390,3,5-1-2,3.6738,100,0,0,1200,,FALSE,TRUE,76.3
65,外れ,3720260220030006,2026-02-22,伊東,5,1-4-2,4390,4,5-2-1,1.0049,100,0,0,1200,,FALSE,TRUE,76.3
65,外れ,3720260220030006,2026-02-22,伊東,5,1-4-2,4390,5,5-2-3,2.4287,100,0,0,1200,,FALSE,TRUE,76.3
65,外れ,3720260220030006,2026-02-22,伊東,5,1-4-2,4390,6,5-4-2,0.3655,100,0,0,1200,,FALSE,TRUE,76.3
65,外れ,3720260220030006,2026-02-22,伊東,5,1-4-2,4390,7,5-2-4,0.2234,100,0,0,1200,,FALSE,TRUE,76.3
66,的中,3720260220030007,2026-02-22,伊東,1,1-5-2,1550,1,1-4-3,4.8228,700,0,0,2200,-650,FALSE,TRUE,75.1
66,的中,3720260220030007,2026-02-22,伊東,1,1-5-2,1550,2,1-3-4,3.4934,200,0,0,2200,,FALSE,TRUE,75.1
66,的中,3720260220030007,2026-02-22,伊東,1,1-5-2,1550,3,1-4-2,3.7401,200,0,0,2200,,FALSE,TRUE,75.1
66,的中,3720260220030007,2026-02-22,伊東,1,1-5-2,1550,4,1-3-2,2.6013,100,0,0,2200,,FALSE,TRUE,75.1
66,的中,3720260220030007,2026-02-22,伊東,1,1-5-2,1550,5,1-2-4,2.5296,100,0,0,2200,,FALSE,TRUE,75.1
66,的中,3720260220030007,2026-02-22,伊東,1,1-5-2,1550,6,1-2-3,2.2565,100,0,0,2200,,FALSE,TRUE,75.1
66,的中,3720260220030007,2026-02-22,伊東,1,1-5-2,1550,7,1-4-5,0.3111,100,0,0,2200,,FALSE,TRUE,75.1
66,的中,3720260220030007,2026-02-22,伊東,1,1-5-2,1550,8,1-3-5,0.2127,100,0,0,2200,,FALSE,TRUE,75.1
66,的中,3720260220030007,2026-02-22,伊東,1,1-5-2,1550,9,1-5-4,0.0658,100,0,0,2200,,FALSE,TRUE,75.1
66,的中,3720260220030007,2026-02-22,伊東,1,1-5-2,1550,10,1-5-3,0.0617,100,0,0,2200,,FALSE,TRUE,75.1
66,的中,3720260220030007,2026-02-22,伊東,1,1-5-2,1550,11,1-2-5,0.0531,100,0,0,2200,,FALSE,TRUE,75.1
66,的中,3720260220030007,2026-02-22,伊東,1,1-5-2,1550,12,1-5-2,0.0175,100,1,1550,2200,,FALSE,TRUE,75.1
66,的中,3720260220030007,2026-02-22,伊東,1,1-5-2,1550,13,1-4-6,0.0005,100,0,0,2200,,FALSE,TRUE,75.1
66,的中,3720260220030007,2026-02-22,伊東,1,1-5-2,1550,14,1-3-6,0.0003,100,0,0,2200,,FALSE,TRUE,75.1
67,的中,8720260220030001,2026-02-22,熊本,3,3-4-5,3420,1,3-5-4,4.3221,800,0,0,2300,1120,FALSE,TRUE,83.2
67,的中,8720260220030001,2026-02-22,熊本,3,3-4-5,3420,2,3-5-2,2.201,200,0,0,2300,,FALSE,TRUE,83.2
67,的中,8720260220030001,2026-02-22,熊本,3,3-4-5,3420,3,3-4-5,1.5432,100,1,3420,2300,,FALSE,TRUE,83.2
67,的中,8720260220030001,2026-02-22,熊本,3,3-4-5,3420,4,3-2-5,1.1251,100,0,0,2300,,FALSE,TRUE,83.2
67,的中,8720260220030001,2026-02-22,熊本,3,3-4-5,3420,5,3-4-9,1.6533,200,0,0,2300,,FALSE,TRUE,83.2
67,的中,8720260220030001,2026-02-22,熊本,3,3-4-5,3420,6,3-4-2,0.0746,100,0,0,2300,,FALSE,TRUE,83.2
67,的中,8720260220030001,2026-02-22,熊本,3,3-4-5,3420,7,3-2-4,0.1161,100,0,0,2300,,FALSE,TRUE,83.2
67,的中,8720260220030001,2026-02-22,熊本,3,3-4-5,3420,8,3-5-1,0.01,100,0,0,2300,,FALSE,TRUE,83.2
67,的中,8720260220030001,2026-02-22,熊本,3,3-4-5,3420,9,3-2-8,0.0142,100,0,0,2300,,FALSE,TRUE,83.2
67,的中,8720260220030001,2026-02-22,熊本,3,3-4-5,3420,10,3-1-5,0.0044,100,0,0,2300,,FALSE,TRUE,83.2
67,的中,8720260220030001,2026-02-22,熊本,3,3-4-5,3420,11,3-9-1,0.0022,100,0,0,2300,,FALSE,TRUE,83.2
67,的中,8720260220030001,2026-02-22,熊本,3,3-4-5,3420,12,3-1-9,0.0015,100,0,0,2300,,FALSE,TRUE,83.2
67,的中,8720260220030001,2026-02-22,熊本,3,3-4-5,3420,13,3-4-1,0.0002,100,0,0,2300,,FALSE,TRUE,83.2
67,的中,8720260220030001,2026-02-22,熊本,3,3-4-5,3420,14,3-1-4,0.0003,100,0,0,2300,,FALSE,TRUE,83.2
68,外れ,8720260220030003,2026-02-22,熊本,1,1-5-3,3250,1,1-9-2,16.507,1100,0,0,2500,-2500,FALSE,TRUE,82.4
68,外れ,8720260220030003,2026-02-22,熊本,1,1-5-3,3250,2,1-2-9,1.9607,100,0,0,2500,,FALSE,TRUE,82.4
68,外れ,8720260220030003,2026-02-22,熊本,1,1-5-3,3250,3,1-9-7,4.2649,200,0,0,2500,,FALSE,TRUE,82.4
68,外れ,8720260220030003,2026-02-22,熊本,1,1-5-3,3250,4,1-9-6,1.4759,100,0,0,2500,,FALSE,TRUE,82.4
68,外れ,8720260220030003,2026-02-22,熊本,1,1-5-3,3250,5,1-9-5,0.3206,100,0,0,2500,,FALSE,TRUE,82.4
68,外れ,8720260220030003,2026-02-22,熊本,1,1-5-3,3250,6,1-7-9,0.6756,100,0,0,2500,,FALSE,TRUE,82.4
68,外れ,8720260220030003,2026-02-22,熊本,1,1-5-3,3250,7,1-2-8,0.263,100,0,0,2500,,FALSE,TRUE,82.4
68,外れ,8720260220030003,2026-02-22,熊本,1,1-5-3,3250,8,1-8-2,0.3369,100,0,0,2500,,FALSE,TRUE,82.4
68,外れ,8720260220030003,2026-02-22,熊本,1,1-5-3,3250,9,1-9-4,0.1539,100,0,0,2500,,FALSE,TRUE,82.4
68,外れ,8720260220030003,2026-02-22,熊本,1,1-5-3,3250,10,1-5-9,0.0208,100,0,0,2500,,FALSE,TRUE,82.4
68,外れ,8720260220030003,2026-02-22,熊本,1,1-5-3,3250,11,1-2-7,0.023,100,0,0,2500,,FALSE,TRUE,82.4
68,外れ,8720260220030003,2026-02-22,熊本,1,1-5-3,3250,12,1-7-2,0.0298,100,0,0,2500,,FALSE,TRUE,82.4
68,外れ,8720260220030003,2026-02-22,熊本,1,1-5-3,3250,13,1-2-6,0.0961,100,0,0,2500,,FALSE,TRUE,82.4
68,外れ,8720260220030003,2026-02-22,熊本,1,1-5-3,3250,14,1-9-3,0.0275,100,0,0,2500,,FALSE,TRUE,82.4
69,外れ,4520260223010006,2026-02-23,豊橋,7,2-7-5,3170,1,7-2-3,28.489,1300,0,0,2600,-2600,FALSE,TRUE,81.9
69,外れ,4520260223010006,2026-02-23,豊橋,7,2-7-5,3170,2,7-3-2,3.0809,100,0,0,2600,,FALSE,TRUE,81.9
69,外れ,4520260223010006,2026-02-23,豊橋,7,2-7-5,3170,3,7-2-1,0.1524,100,0,0,2600,,FALSE,TRUE,81.9
69,外れ,4520260223010006,2026-02-23,豊橋,7,2-7-5,3170,4,7-1-2,0.0258,100,0,0,2600,,FALSE,TRUE,81.9
69,外れ,4520260223010006,2026-02-23,豊橋,7,2-7-5,3170,5,7-2-5,0.0051,100,0,0,2600,,FALSE,TRUE,81.9
69,外れ,4520260223010006,2026-02-23,豊橋,7,2-7-5,3170,6,7-3-1,0.0024,100,0,0,2600,,FALSE,TRUE,81.9
69,外れ,4520260223010006,2026-02-23,豊橋,7,2-7-5,3170,7,7-1-3,0.0037,100,0,0,2600,,FALSE,TRUE,81.9
69,外れ,4520260223010006,2026-02-23,豊橋,7,2-7-5,3170,8,7-5-2,0.0004,100,0,0,2600,,FALSE,TRUE,81.9
69,外れ,4520260223010006,2026-02-23,豊橋,7,2-7-5,3170,9,7-3-5,0.0001,100,0,0,2600,,FALSE,TRUE,81.9
69,外れ,4520260223010006,2026-02-23,豊橋,7,2-7-5,3170,10,7-5-3,0,100,0,0,2600,,FALSE,TRUE,81.9
69,外れ,4520260223010006,2026-02-23,豊橋,7,2-7-5,3170,11,7-2-6,0.0002,100,0,0,2600,,FALSE,TRUE,81.9
69,外れ,4520260223010006,2026-02-23,豊橋,7,2-7-5,3170,12,7-2-4,0.0001,100,0,0,2600,,FALSE,TRUE,81.9
69,外れ,4520260223010006,2026-02-23,豊橋,7,2-7-5,3170,13,7-4-2,0,100,0,0,2600,,FALSE,TRUE,81.9
69,外れ,4520260223010006,2026-02-23,豊橋,7,2-7-5,3170,14,7-3-6,0,100,0,0,2600,,FALSE,TRUE,81.9
70,外れ,4520260223010007,2026-02-23,豊橋,2,3-7-4,6130,1,2-3-1,0.873,400,0,0,700,-700,FALSE,TRUE,78.6
70,外れ,4520260223010007,2026-02-23,豊橋,2,3-7-4,6130,2,2-3-4,0.0166,100,0,0,700,,FALSE,TRUE,78.6
70,外れ,4520260223010007,2026-02-23,豊橋,2,3-7-4,6130,3,2-1-5,0,100,0,0,700,,FALSE,TRUE,78.6
70,外れ,4520260223010007,2026-02-23,豊橋,2,3-7-4,6130,4,2-5-1,0,100,0,0,700,,FALSE,TRUE,78.6
71,外れ,4520260223010009,2026-02-23,豊橋,7,1-4-2,830,1,7-4-1,0,100,0,0,300,-300,FALSE,TRUE,80.6
71,外れ,4520260223010009,2026-02-23,豊橋,7,1-4-2,830,2,7-1-4,0,200,0,0,300,,FALSE,TRUE,80.6
72,外れ,8720260220040002,2026-02-23,熊本,7,3-7-4,17640,1,7-3-1,23.1103,500,0,0,2500,-2500,FALSE,TRUE,82.7
72,外れ,8720260220040002,2026-02-23,熊本,7,3-7-4,17640,2,7-1-3,24.8293,800,0,0,2500,,FALSE,TRUE,82.7
72,外れ,8720260220040002,2026-02-23,熊本,7,3-7-4,17640,3,7-1-9,5.8885,100,0,0,2500,,FALSE,TRUE,82.7
72,外れ,8720260220040002,2026-02-23,熊本,7,3-7-4,17640,4,7-3-2,0.4092,100,0,0,2500,,FALSE,TRUE,82.7
72,外れ,8720260220040002,2026-02-23,熊本,7,3-7-4,17640,5,7-1-2,0.3565,100,0,0,2500,,FALSE,TRUE,82.7
72,外れ,8720260220040002,2026-02-23,熊本,7,3-7-4,17640,6,7-2-3,0.0852,100,0,0,2500,,FALSE,TRUE,82.7
72,外れ,8720260220040002,2026-02-23,熊本,7,3-7-4,17640,7,7-2-1,0.0804,100,0,0,2500,,FALSE,TRUE,82.7
72,外れ,8720260220040002,2026-02-23,熊本,7,3-7-4,17640,8,7-3-4,0.2568,100,0,0,2500,,FALSE,TRUE,82.7
72,外れ,8720260220040002,2026-02-23,熊本,7,3-7-4,17640,9,7-3-5,0.4796,100,0,0,2500,,FALSE,TRUE,82.7
72,外れ,8720260220040002,2026-02-23,熊本,7,3-7-4,17640,10,7-1-4,0.1459,100,0,0,2500,,FALSE,TRUE,82.7
72,外れ,8720260220040002,2026-02-23,熊本,7,3-7-4,17640,11,7-4-3,0.108,100,0,0,2500,,FALSE,TRUE,82.7
72,外れ,8720260220040002,2026-02-23,熊本,7,3-7-4,17640,12,7-9-2,0.1886,100,0,0,2500,,FALSE,TRUE,82.7
72,外れ,8720260220040002,2026-02-23,熊本,7,3-7-4,17640,13,7-4-1,0.0717,100,0,0,2500,,FALSE,TRUE,82.7
72,外れ,8720260220040002,2026-02-23,熊本,7,3-7-4,17640,14,7-2-9,0.0552,100,0,0,2500,,FALSE,TRUE,82.7
73,外れ,4520260223020007,2026-02-24,豊橋,2,2-3-4,11360,1,2-5-3,0.0288,400,0,0,900,-900,FALSE,TRUE,77.3
73,外れ,4520260223020007,2026-02-24,豊橋,2,2-3-4,11360,2,2-1-4,0.0163,100,0,0,900,,FALSE,TRUE,77.3
73,外れ,4520260223020007,2026-02-24,豊橋,2,2-3-4,11360,3,2-4-1,0.011,100,0,0,900,,FALSE,TRUE,77.3
73,外れ,4520260223020007,2026-02-24,豊橋,2,2-3-4,11360,4,2-5-1,0.0027,100,0,0,900,,FALSE,TRUE,77.3
73,外れ,4520260223020007,2026-02-24,豊橋,2,2-3-4,11360,5,2-4-5,0,100,0,0,900,,FALSE,TRUE,77.3
73,外れ,4520260223020007,2026-02-24,豊橋,2,2-3-4,11360,6,2-5-4,0,100,0,0,900,,FALSE,TRUE,77.3
