race_id,venue,date,is_chaos,actual,A_bet,A_hit,A_invest,A_return,B_bet,B_hit,B_invest,B_return,A_only_hit,B_only_hit,both_hit
2420260214030009,宇都宮,2026-02-16,True,1-3-5,0,0,0,0,0,0,0,0,0,0,0
2420260214030010,宇都宮,2026-02-16,True,1-2-7,0,0,0,0,0,0,0,0,0,0,0
2420260214030012,宇都宮,2026-02-16,True,1-4-2,0,0,0,0,0,0,0,0,0,0,0
4320260216010006,岐阜,2026-02-16,True,3-7-4,0,0,0,0,0,0,0,0,0,0,0
4320260216010007,岐阜,2026-02-16,True,1-6-7,0,0,0,0,0,0,0,0,0,0,0
4320260216010008,岐阜,2026-02-16,False,1-3-7,0,0,0,0,0,0,0,0,0,0,0
4320260216010009,岐阜,2026-02-16,True,2-7-1,0,0,0,0,0,0,0,0,0,0,0
4320260216010010,岐阜,2026-02-16,True,7-6-1,0,0,0,0,0,0,0,0,0,0,0
4320260216010011,岐阜,2026-02-16,True,1-4-6,0,0,0,0,0,0,0,0,0,0,0
4320260216010012,岐阜,2026-02-16,True,5-2-3,0,0,0,0,0,0,0,0,0,0,0
7320260214030005,小松島,2026-02-16,True,4-1-3,0,0,0,0,0,0,0,0,0,0,0
7320260214030006,小松島,2026-02-16,True,7-5-3,0,0,0,0,0,0,0,0,0,0,0
7320260214030007,小松島,2026-02-16,False,5-2-7,0,0,0,0,0,0,0,0,0,0,0
7320260214030008,小松島,2026-02-16,True,4-3-2,0,0,0,0,0,0,0,0,0,0,0
7320260214030009,小松島,2026-02-16,True,2-1-5,0,0,0,0,0,0,0,0,0,0,0
7320260214030010,小松島,2026-02-16,True,7-4-1,0,0,0,0,0,0,0,0,0,0,0
7320260214030012,小松島,2026-02-16,True,2-6-1,0,0,0,0,0,0,0,0,0,0,0
2320260217010006,取手,2026-02-17,True,1-4-2,0,0,0,0,0,0,0,0,0,0,0
2320260217010007,取手,2026-02-17,False,3-7-1,1,1,2500,990,1,1,2600,990,0,0,1
2320260217010008,取手,2026-02-17,False,5-1-6,1,0,2400,0,1,0,2700,0,0,0,0
2320260217010009,取手,2026-02-17,True,5-1-4,0,0,0,0,0,0,0,0,0,0,0
2320260217010010,取手,2026-02-17,True,4-1-3,0,0,0,0,0,0,0,0,0,0,0
2320260217010011,取手,2026-02-17,True,4-1-2,0,0,0,0,0,0,0,0,0,0,0
2320260217010012,取手,2026-02-17,False,5-7-2,1,1,2400,11120,1,1,2600,11120,0,0,1
8320260217010006,久留米,2026-02-17,True,1-4-6,0,0,0,0,0,0,0,0,0,0,0
8320260217010007,久留米,2026-02-17,True,7-3-1,0,0,0,0,0,0,0,0,0,0,0
8320260217010008,久留米,2026-02-17,True,5-3-7,0,0,0,0,0,0,0,0,0,0,0
8320260217010009,久留米,2026-02-17,True,5-1-4,0,0,0,0,0,0,0,0,0,0,0
8320260217010010,久留米,2026-02-17,True,1-7-4,0,0,0,0,0,0,0,0,0,0,0
8320260217010011,久留米,2026-02-17,False,5-6-7,0,0,0,0,0,0,0,0,0,0,0
8320260217010012,久留米,2026-02-17,True,6-4-1,0,0,0,0,0,0,0,0,0,0,0
2320260217020006,取手,2026-02-18,False,1-2-7,1,0,2600,0,1,0,2300,0,0,0,0
2320260217020007,取手,2026-02-18,False,7-3-1,1,1,2400,790,1,1,2400,790,0,0,1
2320260217020008,取手,2026-02-18,True,7-4-5,0,0,0,0,0,0,0,0,0,0,0
2320260217020009,取手,2026-02-18,True,4-7-2,0,0,0,0,0,0,0,0,0,0,0
2320260217020010,取手,2026-02-18,True,2-6-7,0,0,0,0,0,0,0,0,0,0,0
2320260217020011,取手,2026-02-18,True,1-2-4,0,0,0,0,0,0,0,0,0,0,0
2320260217020012,取手,2026-02-18,True,1-7-2,0,0,0,0,0,0,0,0,0,0,0
8320260217020006,久留米,2026-02-18,True,2-1-5,0,0,0,0,0,0,0,0,0,0,0
8320260217020007,久留米,2026-02-18,False,3-7-2,0,0,0,0,0,0,0,0,0,0,0
8320260217020008,久留米,2026-02-18,True,2-6-7,0,0,0,0,0,0,0,0,0,0,0
8320260217020009,久留米,2026-02-18,True,3-4-7,0,0,0,0,0,0,0,0,0,0,0
8320260217020010,久留米,2026-02-18,True,6-4-3,0,0,0,0,0,0,0,0,0,0,0
8320260217020011,久留米,2026-02-18,True,2-4-7,0,0,0,0,0,0,0,0,0,0,0
8320260217020012,久留米,2026-02-18,True,7-2-1,0,0,0,0,0,0,0,0,0,0,0
2320260217030005,取手,2026-02-19,True,4-3-5,0,0,0,0,0,0,0,0,0,0,0
2320260217030006,取手,2026-02-19,False,7-5-1,1,0,2500,0,1,0,2500,0,0,0,0
2320260217030007,取手,2026-02-19,False,3-5-6,1,0,2500,0,1,0,2400,0,0,0,0
2320260217030008,取手,2026-02-19,True,1-4-5,0,0,0,0,0,0,0,0,0,0,0
2320260217030009,取手,2026-02-19,True,4-1-3,0,0,0,0,0,0,0,0,0,0,0
2320260217030010,取手,2026-02-19,True,2-3-4,0,0,0,0,0,0,0,0,0,0,0
2320260217030011,取手,2026-02-19,False,1-7-3,0,0,0,0,0,0,0,0,0,0,0
2320260217030012,取手,2026-02-19,True,2-5-7,0,0,0,0,0,0,0,0,0,0,0
8320260217030005,久留米,2026-02-19,False,5-3-4,0,0,0,0,0,0,0,0,0,0,0
8320260217030006,久留米,2026-02-19,True,1-5-3,0,0,0,0,0,0,0,0,0,0,0
8320260217030007,久留米,2026-02-19,True,7-5-1,0,0,0,0,0,0,0,0,0,0,0
8320260217030008,久留米,2026-02-19,True,7-1-3,0,0,0,0,0,0,0,0,0,0,0
8320260217030009,久留米,2026-02-19,True,3-2-7,0,0,0,0,0,0,0,0,0,0,0
8320260217030010,久留米,2026-02-19,False,4-5-1,0,0,0,0,0,0,0,0,0,0,0
8320260217030012,久留米,2026-02-19,True,4-2-1,0,0,0,0,0,0,0,0,0,0,0
3720260220010006,伊東,2026-02-20,True,2-5-3,0,0,0,0,0,0,0,0,0,0,0
3720260220010007,伊東,2026-02-20,True,1-3-7,0,0,0,0,0,0,0,0,0,0,0
3720260220010008,伊東,2026-02-20,True,5-1-4,0,0,0,0,0,0,0,0,0,0,0
3720260220010009,伊東,2026-02-20,True,1-4-3,0,0,0,0,0,0,0,0,0,0,0
3720260220010010,伊東,2026-02-20,False,2-1-7,1,1,2500,2440,1,1,2600,2440,0,0,1
3720260220010011,伊東,2026-02-20,True,5-7-4,0,0,0,0,0,0,0,0,0,0,0
3720260220010012,伊東,2026-02-20,True,4-5-1,0,0,0,0,0,0,0,0,0,0,0
8720260220010001,熊本,2026-02-20,True,5-3-1,0,0,0,0,0,0,0,0,0,0,0
8720260220010002,熊本,2026-02-20,True,1-2-3,0,0,0,0,0,0,0,0,0,0,0
8720260220010003,熊本,2026-02-20,True,7-2-1,0,0,0,0,0,0,0,0,0,0,0
8720260220010004,熊本,2026-02-20,True,1-3-5,0,0,0,0,0,0,0,0,0,0,0
8720260220010005,熊本,2026-02-20,True,9-7-4,0,0,0,0,0,0,0,0,0,0,0
8720260220010006,熊本,2026-02-20,True,6-1-7,0,0,0,0,0,0,0,0,0,0,0
8720260220010007,熊本,2026-02-20,True,2-5-7,0,0,0,0,0,0,0,0,0,0,0
8720260220010008,熊本,2026-02-20,True,2-7-1,0,0,0,0,0,0,0,0,0,0,0
8720260220010009,熊本,2026-02-20,True,1-3-9,0,0,0,0,0,0,0,0,0,0,0
8720260220010010,熊本,2026-02-20,True,1-2-6,0,0,0,0,0,0,0,0,0,0,0
8720260220010011,熊本,2026-02-20,True,2-8-9,0,0,0,0,0,0,0,0,0,0,0
8720260220010012,熊本,2026-02-20,False,9-1-2,1,0,2500,0,1,0,2500,0,0,0,0
3720260220020006,伊東,2026-02-21,False,3-1-2,1,0,2500,0,1,1,2500,3930,0,1,0
3720260220020007,伊東,2026-02-21,False,1-2-4,1,0,2600,0,1,0,2500,0,0,0,0
3720260220020008,伊東,2026-02-21,True,3-5-2,0,0,0,0,0,0,0,0,0,0,0
3720260220020009,伊東,2026-02-21,True,3-7-1,0,0,0,0,0,0,0,0,0,0,0
3720260220020010,伊東,2026-02-21,True,2-7-4,0,0,0,0,0,0,0,0,0,0,0
3720260220020011,伊東,2026-02-21,True,2-1-7,0,0,0,0,0,0,0,0,0,0,0
3720260220020012,伊東,2026-02-21,True,1-4-7,0,0,0,0,0,0,0,0,0,0,0
6320260221010006,防府,2026-02-21,False,4-3-1,0,0,0,0,0,0,0,0,0,0,0
6320260221010007,防府,2026-02-21,True,5-2-3,0,0,0,0,0,0,0,0,0,0,0
6320260221010008,防府,2026-02-21,True,2-4-1,0,0,0,0,0,0,0,0,0,0,0
6320260221010009,防府,2026-02-21,True,6-5-2,0,0,0,0,0,0,0,0,0,0,0
6320260221010010,防府,2026-02-21,True,7-4-5,0,0,0,0,0,0,0,0,0,0,0
6320260221010011,防府,2026-02-21,False,1-7-2,0,0,0,0,0,0,0,0,0,0,0
6320260221010012,防府,2026-02-21,True,3-2-7,0,0,0,0,0,0,0,0,0,0,0
8720260220020001,熊本,2026-02-21,False,1-7-8,1,0,2600,0,0,0,0,0,0,0,0
8720260220020002,熊本,2026-02-21,True,2-4-5,0,0,0,0,0,0,0,0,0,0,0
8720260220020003,熊本,2026-02-21,True,3-8-4,0,0,0,0,0,0,0,0,0,0,0
8720260220020004,熊本,2026-02-21,True,5-3-4,0,0,0,0,0,0,0,0,0,0,0
8720260220020005,熊本,2026-02-21,True,7-3-5,0,0,0,0,0,0,0,0,0,0,0
8720260220020006,熊本,2026-02-21,True,6-4-9,0,0,0,0,0,0,0,0,0,0,0
8720260220020007,熊本,2026-02-21,True,5-2-9,0,0,0,0,0,0,0,0,0,0,0
8720260220020008,熊本,2026-02-21,True,1-9-7,0,0,0,0,0,0,0,0,0,0,0
8720260220020009,熊本,2026-02-21,True,2-5-7,0,0,0,0,0,0,0,0,0,0,0
8720260220020010,熊本,2026-02-21,True,7-1-2,0,0,0,0,0,0,0,0,0,0,0
8720260220020011,熊本,2026-02-21,True,7-6-1,0,0,0,0,0,0,0,0,0,0,0
8720260220020012,熊本,2026-02-21,True,7-4-6,0,0,0,0,0,0,0,0,0,0,0
3720260220030005,伊東,2026-02-22,False,5-2-1,1,0,2500,0,1,0,2600,0,0,0,0
3720260220030006,伊東,2026-02-22,False,1-4-2,1,0,2400,0,1,0,2400,0,0,0,0
3720260220030007,伊東,2026-02-22,False,1-5-2,1,0,2200,0,1,0,2600,0,0,0,0
3720260220030008,伊東,2026-02-22,True,4-2-6,0,0,0,0,0,0,0,0,0,0,0
3720260220030009,伊東,2026-02-22,True,4-7-1,0,0,0,0,0,0,0,0,0,0,0
3720260220030010,伊東,2026-02-22,True,2-1-4,0,0,0,0,0,0,0,0,0,0,0
3720260220030012,伊東,2026-02-22,True,3-7-2,0,0,0,0,0,0,0,0,0,0,0
6320260221020006,防府,2026-02-22,False,1-4-3,0,0,0,0,0,0,0,0,0,0,0
6320260221020007,防府,2026-02-22,False,4-1-3,0,0,0,0,0,0,0,0,0,0,0
6320260221020008,防府,2026-02-22,True,2-4-7,0,0,0,0,0,0,0,0,0,0,0
6320260221020009,防府,2026-02-22,True,2-7-1,0,0,0,0,0,0,0,0,0,0,0
6320260221020010,防府,2026-02-22,True,1-7-3,0,0,0,0,0,0,0,0,0,0,0
6320260221020011,防府,2026-02-22,True,5-4-3,0,0,0,0,0,0,0,0,0,0,0
6320260221020012,防府,2026-02-22,True,6-1-5,0,0,0,0,0,0,0,0,0,0,0
8720260220030001,熊本,2026-02-22,False,3-4-5,1,1,2200,3420,1,1,2200,3420,0,0,1
8720260220030002,熊本,2026-02-22,True,2-1-4,0,0,0,0,0,0,0,0,0,0,0
8720260220030003,熊本,2026-02-22,False,1-5-3,1,0,2400,0,1,0,2400,0,0,0,0
8720260220030004,熊本,2026-02-22,True,2-5-3,0,0,0,0,0,0,0,0,0,0,0
8720260220030005,熊本,2026-02-22,True,3-9-6,0,0,0,0,0,0,0,0,0,0,0
8720260220030006,熊本,2026-02-22,True,2-5-1,0,0,0,0,0,0,0,0,0,0,0
8720260220030007,熊本,2026-02-22,True,1-9-5,0,0,0,0,0,0,0,0,0,0,0
8720260220030008,熊本,2026-02-22,True,7-3-8,0,0,0,0,0,0,0,0,0,0,0
8720260220030009,熊本,2026-02-22,True,2-1-9,0,0,0,0,0,0,0,0,0,0,0
8720260220030010,熊本,2026-02-22,True,2-5-7,0,0,0,0,0,0,0,0,0,0,0
8720260220030011,熊本,2026-02-22,True,3-8-1,0,0,0,0,0,0,0,0,0,0,0
8720260220030012,熊本,2026-02-22,True,3-1-5,0,0,0,0,0,0,0,0,0,0,0
4520260223010006,豊橋,2026-02-23,False,2-7-5,1,1,2600,3170,1,1,2400,3170,0,0,1
4520260223010007,豊橋,2026-02-23,False,3-7-4,1,1,2400,6130,1,1,2400,6130,0,0,1
4520260223010008,豊橋,2026-02-23,True,1-4-7,0,0,0,0,0,0,0,0,0,0,0
4520260223010009,豊橋,2026-02-23,False,1-4-2,1,0,2600,0,1,0,2400,0,0,0,0
4520260223010010,豊橋,2026-02-23,True,2-4-6,0,0,0,0,0,0,0,0,0,0,0
4520260223010011,豊橋,2026-02-23,True,4-7-3,0,0,0,0,0,0,0,0,0,0,0
4520260223010012,豊橋,2026-02-23,True,3-1-2,0,0,0,0,0,0,0,0,0,0,0
6320260221030005,防府,2026-02-23,False,4-2-3,0,0,0,0,0,0,0,0,0,0,0
6320260221030006,防府,2026-02-23,False,1-3-5,0,0,0,0,0,0,0,0,0,0,0
6320260221030007,防府,2026-02-23,False,7-1-4,0,0,0,0,0,0,0,0,0,0,0
6320260221030008,防府,2026-02-23,True,7-4-3,0,0,0,0,0,0,0,0,0,0,0
6320260221030009,防府,2026-02-23,True,1-5-6,0,0,0,0,0,0,0,0,0,0,0
6320260221030010,防府,2026-02-23,True,1-5-7,0,0,0,0,0,0,0,0,0,0,0
6320260221030012,防府,2026-02-23,True,5-1-4,0,0,0,0,0,0,0,0,0,0,0
8720260220040001,熊本,2026-02-23,True,7-2-8,0,0,0,0,0,0,0,0,0,0,0
8720260220040002,熊本,2026-02-23,False,3-7-4,1,0,2500,0,1,0,2500,0,0,0,0
8720260220040003,熊本,2026-02-23,True,7-9-3,0,0,0,0,0,0,0,0,0,0,0
8720260220040004,熊本,2026-02-23,True,8-4-9,0,0,0,0,0,0,0,0,0,0,0
8720260220040005,熊本,2026-02-23,True,2-4-3,0,0,0,0,0,0,0,0,0,0,0
8720260220040006,熊本,2026-02-23,True,8-1-4,0,0,0,0,0,0,0,0,0,0,0
8720260220040007,熊本,2026-02-23,True,9-5-7,0,0,0,0,0,0,0,0,0,0,0
8720260220040008,熊本,2026-02-23,True,9-6-8,0,0,0,0,0,0,0,0,0,0,0
8720260220040009,熊本,2026-02-23,True,3-6-4,0,0,0,0,0,0,0,0,0,0,0
8720260220040010,熊本,2026-02-23,True,3-4-9,0,0,0,0,0,0,0,0,0,0,0
8720260220040011,熊本,2026-02-23,True,7-2-5,0,0,0,0,0,0,0,0,0,0,0
8720260220040012,熊本,2026-02-23,True,3-9-7,0,0,0,0,0,0,0,0,0,0,0
4520260223020006,豊橋,2026-02-24,True,1-2-6,0,0,0,0,0,0,0,0,0,0,0
4520260223020007,豊橋,2026-02-24,False,2-3-4,1,0,2500,0,1,0,2600,0,0,0,0
4520260223020008,豊橋,2026-02-24,True,5-1-7,0,0,0,0,0,0,0,0,0,0,0
4520260223020009,豊橋,2026-02-24,True,2-3-5,0,0,0,0,0,0,0,0,0,0,0
4520260223020010,豊橋,2026-02-24,True,5-3-1,0,0,0,0,0,0,0,0,0,0,0
4520260223020011,豊橋,2026-02-24,True,5-6-1,0,0,0,0,0,0,0,0,0,0,0
4520260223020012,豊橋,2026-02-24,True,4-1-7,0,0,0,0,0,0,0,0,0,0,0
5620260224010008,岸和田,2026-02-24,True,4-7-3,0,0,0,0,0,0,0,0,0,0,0
5620260224010009,岸和田,2026-02-24,True,4-6-3,0,0,0,0,0,0,0,0,0,0,0
5620260224010010,岸和田,2026-02-24,True,2-4-3,0,0,0,0,0,0,0,0,0,0,0
5620260224010011,岸和田,2026-02-24,True,1-3-2,0,0,0,0,0,0,0,0,0,0,0
5620260224010012,岸和田,2026-02-24,True,3-4-7,0,0,0,0,0,0,0,0,0,0,0
8620260224020001,別府,2026-02-24,False,3-6-4,0,0,0,0,0,0,0,0,0,0,0
8620260224020002,別府,2026-02-24,False,2-6-4,0,0,0,0,0,0,0,0,0,0,0
8620260224020003,別府,2026-02-24,False,1-7-2,0,0,0,0,1,1,2600,1240,0,1,0
8620260224020004,別府,2026-02-24,False,4-2-5,0,0,0,0,1,0,2400,0,0,0,0
8620260224020005,別府,2026-02-24,False,4-2-5,0,0,0,0,0,0,0,0,0,0,0
8620260224020006,別府,2026-02-24,False,7-6-4,0,0,0,0,0,0,0,0,0,0,0
8620260224020007,別府,2026-02-24,False,3-5-4,0,0,0,0,0,0,0,0,0,0,0
